toclevel	level	line	number	index	fromtitle	byteoffset	anchor	revid	date	time
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	19142	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	388689	27/01/2015	18:04:59Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22541	The_existence_of_races	388689	27/01/2015	18:04:59Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23407	Very_low_IQ_scores_for_some_races	388689	27/01/2015	18:04:59Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	24208	Socioeconomic_factors	388689	27/01/2015	18:04:59Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26894	Factors_specific_for_developing_countries	388689	27/01/2015	18:04:59Z
2	3	Test bias	4.8	17	Race_and_intelligence	28776	Test_bias	388689	27/01/2015	18:04:59Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30640	Stereotype_threat	388689	27/01/2015	18:04:59Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32402	African_West_Indian_immigrants	388689	27/01/2015	18:04:59Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33323	Intervention_programs	388689	27/01/2015	18:04:59Z
2	3	Adoption	4.12	21	Race_and_intelligence	35477	Adoption	388689	27/01/2015	18:04:59Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	39029	Racial_admixture	388689	27/01/2015	18:04:59Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45886	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	388689	27/01/2015	18:04:59Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48642	Regression_to_the_mean	388689	27/01/2015	18:04:59Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49646	Correlations_between_background_variables_and_developmental_outcomes	388689	27/01/2015	18:04:59Z
2	3	Reaction time	4.17	26	Race_and_intelligence	50173	Reaction_time	388689	27/01/2015	18:04:59Z
2	3	Brain size	4.18	27	Race_and_intelligence	51173	Brain_size	388689	27/01/2015	18:04:59Z
2	3	Default hypothesis	4.19	28	Race_and_intelligence	55982	Default_hypothesis	388689	27/01/2015	18:04:59Z
1	2	The genetics or not debate: Genetic evidence	5	29	Race_and_intelligence	58065	The_genetics_or_not_debate:_Genetic_evidence	388689	27/01/2015	18:04:59Z
1	2	Evolutionary explanations for racial differences	6	30	Race_and_intelligence	64184	Evolutionary_explanations_for_racial_differences	388689	27/01/2015	18:04:59Z
1	2	Significance of racial IQ differences	7	31	Race_and_intelligence	67488	Significance_of_racial_IQ_differences	388689	27/01/2015	18:04:59Z
2	3	Historical	7.1	32	Race_and_intelligence	67532	Historical	388689	27/01/2015	18:04:59Z
2	3	Modern world	7.2	33	Race_and_intelligence	73719	Modern_world	388689	27/01/2015	18:04:59Z
2	3	Future	7.3	34	Race_and_intelligence	78176	Future	388689	27/01/2015	18:04:59Z
1	2	External links	8	35	Race_and_intelligence	78507	External_links	388689	27/01/2015	18:04:59Z
2	3	Scholarly reviews	8.1	36	Race_and_intelligence	78643	Scholarly_reviews	388689	27/01/2015	18:04:59Z
1	2	References	9	T-1	Template:References		References	388689	27/01/2015	18:04:59Z
1	2	History	1	1	Race_and_intelligence	504	History	388653	26/01/2015	20:26:38Z
1	2	Measured race differences	2	2	Race_and_intelligence	5331	Measured_race_differences	388653	26/01/2015	20:26:38Z
2	3	Worldwide	2.1	3	Race_and_intelligence	5683	Worldwide	388653	26/01/2015	20:26:38Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	7993	US_Black-White_gap	388653	26/01/2015	20:26:38Z
2	3	"Hispanics"	2.3	5	Race_and_intelligence	12764	.22Hispanics.22	388653	26/01/2015	20:26:38Z
2	3	Jews	2.4	6	Race_and_intelligence	13234	Jews	388653	26/01/2015	20:26:38Z
2	3	Gypsies	2.5	7	Race_and_intelligence	13279	Gypsies	388653	26/01/2015	20:26:38Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	3	8	Race_and_intelligence	14470	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	388653	26/01/2015	20:26:38Z
1	2	The genetics or not debate	4	9	Race_and_intelligence	15497	The_genetics_or_not_debate	388653	26/01/2015	20:26:38Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16020	Opinion_of_scientists_in_1987	388653	26/01/2015	20:26:38Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17285	Opinion_of_scientists_in_2013	388653	26/01/2015	20:26:38Z
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	19142	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	388653	26/01/2015	20:26:38Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22541	The_existence_of_races	388653	26/01/2015	20:26:38Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23407	Very_low_IQ_scores_for_some_races	388653	26/01/2015	20:26:38Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	24208	Socioeconomic_factors	388653	26/01/2015	20:26:38Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26894	Factors_specific_for_developing_countries	388653	26/01/2015	20:26:38Z
2	3	Test bias	4.8	17	Race_and_intelligence	28776	Test_bias	388653	26/01/2015	20:26:38Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30640	Stereotype_threat	388653	26/01/2015	20:26:38Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32402	African_West_Indian_immigrants	388653	26/01/2015	20:26:38Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33323	Intervention_programs	388653	26/01/2015	20:26:38Z
2	3	Adoption	4.12	21	Race_and_intelligence	35477	Adoption	388653	26/01/2015	20:26:38Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	39029	Racial_admixture	388653	26/01/2015	20:26:38Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45886	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	388653	26/01/2015	20:26:38Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48642	Regression_to_the_mean	388653	26/01/2015	20:26:38Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49646	Correlations_between_background_variables_and_developmental_outcomes	388653	26/01/2015	20:26:38Z
2	3	Reaction time	4.17	26	Race_and_intelligence	50173	Reaction_time	388653	26/01/2015	20:26:38Z
2	3	Brain size	4.18	27	Race_and_intelligence	51173	Brain_size	388653	26/01/2015	20:26:38Z
2	3	Default hypothesis	4.19	28	Race_and_intelligence	55982	Default_hypothesis	388653	26/01/2015	20:26:38Z
1	2	The genetics or not debate: Genetic evidence	5	29	Race_and_intelligence	58065	The_genetics_or_not_debate:_Genetic_evidence	388653	26/01/2015	20:26:38Z
1	2	Evolutionary explanations for racial differences	6	30	Race_and_intelligence	64184	Evolutionary_explanations_for_racial_differences	388653	26/01/2015	20:26:38Z
1	2	Significance of racial IQ differences	7	31	Race_and_intelligence	67488	Significance_of_racial_IQ_differences	388653	26/01/2015	20:26:38Z
2	3	Historical	7.1	32	Race_and_intelligence	67532	Historical	388653	26/01/2015	20:26:38Z
2	3	Modern world	7.2	33	Race_and_intelligence	73719	Modern_world	388653	26/01/2015	20:26:38Z
2	3	Future	7.3	34	Race_and_intelligence	78176	Future	388653	26/01/2015	20:26:38Z
1	2	External links	8	35	Race_and_intelligence	78507	External_links	388653	26/01/2015	20:26:38Z
2	3	Scholarly reviews	8.1	36	Race_and_intelligence	78528	Scholarly_reviews	388653	26/01/2015	20:26:38Z
1	2	References	9	T-1	Template:References		References	388653	26/01/2015	20:26:38Z
1	2	History	1	1	Race_and_intelligence	504	History	388652	26/01/2015	20:21:10Z
1	2	Measured race differences	2	2	Race_and_intelligence	5331	Measured_race_differences	388652	26/01/2015	20:21:10Z
2	3	Worldwide	2.1	3	Race_and_intelligence	5683	Worldwide	388652	26/01/2015	20:21:10Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	7993	US_Black-White_gap	388652	26/01/2015	20:21:10Z
2	3	"Hispanics"	2.3	5	Race_and_intelligence	12764	.22Hispanics.22	388652	26/01/2015	20:21:10Z
2	3	Jews	2.4	6	Race_and_intelligence	13234	Jews	388652	26/01/2015	20:21:10Z
2	3	Gypsies	2.5	7	Race_and_intelligence	13279	Gypsies	388652	26/01/2015	20:21:10Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	3	8	Race_and_intelligence	14470	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	388652	26/01/2015	20:21:10Z
1	2	The genetics or not debate	4	9	Race_and_intelligence	15497	The_genetics_or_not_debate	388652	26/01/2015	20:21:10Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16020	Opinion_of_scientists_in_1987	388652	26/01/2015	20:21:10Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17285	Opinion_of_scientists_in_2013	388652	26/01/2015	20:21:10Z
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	19142	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	388652	26/01/2015	20:21:10Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22541	The_existence_of_races	388652	26/01/2015	20:21:10Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23407	Very_low_IQ_scores_for_some_races	388652	26/01/2015	20:21:10Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	24208	Socioeconomic_factors	388652	26/01/2015	20:21:10Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26894	Factors_specific_for_developing_countries	388652	26/01/2015	20:21:10Z
2	3	Test bias	4.8	17	Race_and_intelligence	28776	Test_bias	388652	26/01/2015	20:21:10Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30640	Stereotype_threat	388652	26/01/2015	20:21:10Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32402	African_West_Indian_immigrants	388652	26/01/2015	20:21:10Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33323	Intervention_programs	388652	26/01/2015	20:21:10Z
2	3	Adoption	4.12	21	Race_and_intelligence	35477	Adoption	388652	26/01/2015	20:21:10Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	39029	Racial_admixture	388652	26/01/2015	20:21:10Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45886	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	388652	26/01/2015	20:21:10Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48642	Regression_to_the_mean	388652	26/01/2015	20:21:10Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49646	Correlations_between_background_variables_and_developmental_outcomes	388652	26/01/2015	20:21:10Z
2	3	Reaction time	4.17	26	Race_and_intelligence	50173	Reaction_time	388652	26/01/2015	20:21:10Z
2	3	Brain size	4.18	27	Race_and_intelligence	51173	Brain_size	388652	26/01/2015	20:21:10Z
2	3	Default hypothesis	4.19	28	Race_and_intelligence	55982	Default_hypothesis	388652	26/01/2015	20:21:10Z
1	2	The genetics or not debate: Genetic evidence	5	29	Race_and_intelligence	58065	The_genetics_or_not_debate:_Genetic_evidence	388652	26/01/2015	20:21:10Z
1	2	Evolutionary explanations for racial differences	6	30	Race_and_intelligence	64293	Evolutionary_explanations_for_racial_differences	388652	26/01/2015	20:21:10Z
1	2	Significance of racial IQ differences	7	31	Race_and_intelligence	67597	Significance_of_racial_IQ_differences	388652	26/01/2015	20:21:10Z
2	3	Historical	7.1	32	Race_and_intelligence	67641	Historical	388652	26/01/2015	20:21:10Z
2	3	Modern world	7.2	33	Race_and_intelligence	73828	Modern_world	388652	26/01/2015	20:21:10Z
2	3	Future	7.3	34	Race_and_intelligence	78285	Future	388652	26/01/2015	20:21:10Z
1	2	External links	8	35	Race_and_intelligence	78616	External_links	388652	26/01/2015	20:21:10Z
2	3	Scholarly reviews	8.1	36	Race_and_intelligence	78637	Scholarly_reviews	388652	26/01/2015	20:21:10Z
1	2	References	9	T-1	Template:References		References	388652	26/01/2015	20:21:10Z
1	2	History	1	1	Race_and_intelligence	504	History	388514	25/01/2015	08:38:07Z
1	2	Measured race differences	2	2	Race_and_intelligence	5331	Measured_race_differences	388514	25/01/2015	08:38:07Z
2	3	Worldwide	2.1	3	Race_and_intelligence	5683	Worldwide	388514	25/01/2015	08:38:07Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	7993	US_Black-White_gap	388514	25/01/2015	08:38:07Z
2	3	"Hispanics"	2.3	5	Race_and_intelligence	12764	.22Hispanics.22	388514	25/01/2015	08:38:07Z
2	3	Jews	2.4	6	Race_and_intelligence	13234	Jews	388514	25/01/2015	08:38:07Z
2	3	Gypsies	2.5	7	Race_and_intelligence	13279	Gypsies	388514	25/01/2015	08:38:07Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	3	8	Race_and_intelligence	14470	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	388514	25/01/2015	08:38:07Z
1	2	The genetics or not debate	4	9	Race_and_intelligence	15497	The_genetics_or_not_debate	388514	25/01/2015	08:38:07Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16020	Opinion_of_scientists_in_1987	388514	25/01/2015	08:38:07Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17285	Opinion_of_scientists_in_2013	388514	25/01/2015	08:38:07Z
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	19142	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	388514	25/01/2015	08:38:07Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22541	The_existence_of_races	388514	25/01/2015	08:38:07Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23407	Very_low_IQ_scores_for_some_races	388514	25/01/2015	08:38:07Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	24208	Socioeconomic_factors	388514	25/01/2015	08:38:07Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26894	Factors_specific_for_developing_countries	388514	25/01/2015	08:38:07Z
2	3	Test bias	4.8	17	Race_and_intelligence	28776	Test_bias	388514	25/01/2015	08:38:07Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30640	Stereotype_threat	388514	25/01/2015	08:38:07Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32402	African_West_Indian_immigrants	388514	25/01/2015	08:38:07Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33323	Intervention_programs	388514	25/01/2015	08:38:07Z
2	3	Adoption	4.12	21	Race_and_intelligence	35477	Adoption	388514	25/01/2015	08:38:07Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	39029	Racial_admixture	388514	25/01/2015	08:38:07Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45886	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	388514	25/01/2015	08:38:07Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48642	Regression_to_the_mean	388514	25/01/2015	08:38:07Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49646	Correlations_between_background_variables_and_developmental_outcomes	388514	25/01/2015	08:38:07Z
2	3	Reaction time	4.17	26	Race_and_intelligence	50173	Reaction_time	388514	25/01/2015	08:38:07Z
2	3	Brain size	4.18	27	Race_and_intelligence	51173	Brain_size	388514	25/01/2015	08:38:07Z
2	3	Default hypothesis	4.19	28	Race_and_intelligence	55982	Default_hypothesis	388514	25/01/2015	08:38:07Z
1	2	The genetics or not debate: Genetic evidence	5	29	Race_and_intelligence	58065	The_genetics_or_not_debate:_Genetic_evidence	388514	25/01/2015	08:38:07Z
1	2	Evolutionary explanations for racial differences	6	30	Race_and_intelligence	63897	Evolutionary_explanations_for_racial_differences	388514	25/01/2015	08:38:07Z
1	2	Significance of racial IQ differences	7	31	Race_and_intelligence	67201	Significance_of_racial_IQ_differences	388514	25/01/2015	08:38:07Z
2	3	Historical	7.1	32	Race_and_intelligence	67245	Historical	388514	25/01/2015	08:38:07Z
2	3	Modern world	7.2	33	Race_and_intelligence	73432	Modern_world	388514	25/01/2015	08:38:07Z
2	3	Future	7.3	34	Race_and_intelligence	77889	Future	388514	25/01/2015	08:38:07Z
1	2	External links	8	35	Race_and_intelligence	78220	External_links	388514	25/01/2015	08:38:07Z
2	3	Scholarly reviews	8.1	36	Race_and_intelligence	78241	Scholarly_reviews	388514	25/01/2015	08:38:07Z
1	2	References	9	T-1	Template:References		References	388514	25/01/2015	08:38:07Z
1	2	History	1	1	Race_and_intelligence	504	History	388472	24/01/2015	18:40:32Z
1	2	Measured race differences	2	2	Race_and_intelligence	5331	Measured_race_differences	388472	24/01/2015	18:40:32Z
2	3	Worldwide	2.1	3	Race_and_intelligence	5683	Worldwide	388472	24/01/2015	18:40:32Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	7993	US_Black-White_gap	388472	24/01/2015	18:40:32Z
2	3	"Hispanics"	2.3	5	Race_and_intelligence	12763	.22Hispanics.22	388472	24/01/2015	18:40:32Z
2	3	Jews	2.4	6	Race_and_intelligence	13233	Jews	388472	24/01/2015	18:40:32Z
2	3	Gypsies	2.5	7	Race_and_intelligence	13278	Gypsies	388472	24/01/2015	18:40:32Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	3	8	Race_and_intelligence	14469	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	388472	24/01/2015	18:40:32Z
1	2	The genetics or not debate	4	9	Race_and_intelligence	15496	The_genetics_or_not_debate	388472	24/01/2015	18:40:32Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16019	Opinion_of_scientists_in_1987	388472	24/01/2015	18:40:32Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17284	Opinion_of_scientists_in_2013	388472	24/01/2015	18:40:32Z
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	19141	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	388472	24/01/2015	18:40:32Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22540	The_existence_of_races	388472	24/01/2015	18:40:32Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23406	Very_low_IQ_scores_for_some_races	388472	24/01/2015	18:40:32Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	24207	Socioeconomic_factors	388472	24/01/2015	18:40:32Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26885	Factors_specific_for_developing_countries	388472	24/01/2015	18:40:32Z
2	3	Test bias	4.8	17	Race_and_intelligence	28767	Test_bias	388472	24/01/2015	18:40:32Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30631	Stereotype_threat	388472	24/01/2015	18:40:32Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32393	African_West_Indian_immigrants	388472	24/01/2015	18:40:32Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33314	Intervention_programs	388472	24/01/2015	18:40:32Z
2	3	Adoption	4.12	21	Race_and_intelligence	35468	Adoption	388472	24/01/2015	18:40:32Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	39020	Racial_admixture	388472	24/01/2015	18:40:32Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45877	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	388472	24/01/2015	18:40:32Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48633	Regression_to_the_mean	388472	24/01/2015	18:40:32Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49637	Correlations_between_background_variables_and_developmental_outcomes	388472	24/01/2015	18:40:32Z
